Model,Accuracy,Norm_acc,Overall_logits_mean,Overall_logits_std,ECE_logits,Task,Num_choices,Model_name,Prompt,Model_family,Model_version,Model_type,Model_size
Mistral-7B-v0.3_base_withoutConfidence,0.5168539325842697,0.3558052434456929,0.3925633782081389,0.0951978085564247,0.1359353169296565,ruin_names,4,Mistral-7B-v0.3,base_withoutConfidence,mistral,0.3,base,7
Mistral-Nemo-Base-2407_base_withoutConfidence,0.5730337078651685,0.4307116104868913,0.42937505345666,0.1199380712079634,0.1436586544085084,ruin_names,4,Mistral-Nemo-Base-2407,base_withoutConfidence,mistral,nemo,base,12
Mixtral-8x7B-v0.1_base_withoutConfidence,0.6179775280898876,0.4906367041198501,0.3597322715802139,0.0736179037159426,0.2830519180619315,ruin_names,4,Mixtral-8x7B-v0.1,base_withoutConfidence,mistral,0.1,base,13
Llama-2-7b-hf_base_withoutConfidence,0.247191011235955,-0.0037453183520599,0.3535992777749394,0.0692581142841625,0.1641875773333432,ruin_names,4,Llama-2-7b-hf,base_withoutConfidence,llama,2,base,7
Llama-2-13b-hf_base_withoutConfidence,0.3146067415730337,0.0861423220973782,0.383014190732763,0.0886264846903208,0.0881911335366495,ruin_names,4,Llama-2-13b-hf,base_withoutConfidence,llama,2,base,13
Llama-3.1-8B_base_withoutConfidence,0.4719101123595505,0.2958801498127341,0.3700341391429472,0.0859210801007515,0.1184208429931254,ruin_names,4,Llama-3.1-8B,base_withoutConfidence,llama,3.1,base,8
Meta-Llama-3-8B_base_withoutConfidence,0.4719101123595505,0.2958801498127341,0.3774205667249272,0.1135115676617904,0.0944895456346233,ruin_names,4,Meta-Llama-3-8B,base_withoutConfidence,llama,3,base,8
Llama-3.2-3B_base_withoutConfidence,0.2808988764044944,0.0411985018726592,0.3646036808410387,0.0754308468677885,0.1230594093879956,ruin_names,4,Llama-3.2-3B,base_withoutConfidence,llama,3.2,base,3
Qwen2.5-3B-Instruct_instruct_withoutConfidence,0.3595505617977528,0.146067415730337,0.9482742687515158,0.1161643324343798,0.5908291167507166,ruin_names,4,Qwen2.5-3B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,3
Qwen2.5-7B-Instruct_instruct_withoutConfidence,0.6379310344827587,0.5172413793103449,0.99662808937655,0.0145178649731192,0.3586970548937915,ruin_names,4,Qwen2.5-7B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,7
Qwen2.5-14B-Instruct_instruct_withoutConfidence,0.7528089887640449,0.6704119850187266,0.9784710239872764,0.0837559944729818,0.2591176748419664,ruin_names,4,Qwen2.5-14B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,14
Qwen3-4B-Instruct-2507_instruct_withoutConfidence,0.6179775280898876,0.4906367041198501,0.9186636487003204,0.1464873624032471,0.3144078996649504,ruin_names,4,Qwen3-4B-Instruct-2507,instruct_withoutConfidence,qwen,3,instruct,4
Mistral-7B-Instruct-v0.1_instruct_withoutConfidence,0.2808988764044944,0.0411985018726592,0.6389310221521,0.1141414958227108,0.3599501572177085,ruin_names,4,Mistral-7B-Instruct-v0.1,instruct_withoutConfidence,mistral,0.1,instruct,7
Mistral-7B-Instruct-v0.2_instruct_withoutConfidence,0.6853932584269663,0.5805243445692884,0.9756387921175104,0.0601982118981362,0.290245533690544,ruin_names,4,Mistral-7B-Instruct-v0.2,instruct_withoutConfidence,mistral,0.2,instruct,7
Mistral-7B-Instruct-v0.3_instruct_withoutConfidence,0.4943820224719101,0.3258426966292134,0.8727303927085465,0.1624539101419957,0.3783483702366362,ruin_names,4,Mistral-7B-Instruct-v0.3,instruct_withoutConfidence,mistral,0.3,instruct,7
Mistral-Nemo-Instruct-2407_instruct_withoutConfidence,0.2921348314606741,0.0561797752808988,0.8241337416709904,0.1937675383465232,0.5319989102103164,ruin_names,4,Mistral-Nemo-Instruct-2407,instruct_withoutConfidence,mistral,nemo,instruct,12
Llama-2-7b-chat-hf_instruct_withoutConfidence,0.2134831460674157,-0.048689138576779,0.9680720787296302,0.0799387817693591,0.7545889326622147,ruin_names,4,Llama-2-7b-chat-hf,instruct_withoutConfidence,llama,2,instruct,7
Llama-2-13b-chat-hf_instruct_withoutConfidence,0.2696629213483146,0.0262172284644194,0.8966425544519454,0.1670537038037534,0.626979633103631,ruin_names,4,Llama-2-13b-chat-hf,instruct_withoutConfidence,llama,2,instruct,13
Meta-Llama-3.1-8B-Instruct_instruct_withoutConfidence,0.5955056179775281,0.4606741573033708,0.711512468613539,0.2173152151955713,0.1160068506360108,ruin_names,4,Meta-Llama-3.1-8B-Instruct,instruct_withoutConfidence,llama,3.1,instruct,8
Llama-3.2-3B-Instruct_instruct_withoutConfidence,0.550561797752809,0.400749063670412,0.7008359121189918,0.1912082999558086,0.1502741143661827,ruin_names,4,Llama-3.2-3B-Instruct,instruct_withoutConfidence,llama,3.2,instruct,3
Meta-Llama-3-8B-Instruct_instruct_withoutConfidence,0.7191011235955056,0.6254681647940075,0.8240848328633337,0.2113072521696706,0.1289080324613692,ruin_names,4,Meta-Llama-3-8B-Instruct,instruct_withoutConfidence,llama,3,instruct,8
Qwen2.5-3B_base_45,0.23,-0.0266666666666666,0.4238161812722683,0.0909442632616354,0.2051904322206974,temporal_sequences,4,Qwen2.5-3B,base_45,qwen,2.5,base,3
Qwen2.5-3B_base_new_56,0.25,0.0,0.4276906736195087,0.0951478691740204,0.1855898393690586,temporal_sequences,4,Qwen2.5-3B,base_new_56,qwen,2.5,base,3
Qwen2.5-7B_base_45,0.165,-0.1133333333333333,0.4863391381502151,0.1287735353431564,0.3213391381502152,temporal_sequences,4,Qwen2.5-7B,base_45,qwen,2.5,base,7
Qwen2.5-7B_base_new_56,0.19,-0.08,0.439667749851942,0.1215455203892417,0.2511753858625888,temporal_sequences,4,Qwen2.5-7B,base_new_56,qwen,2.5,base,7
Qwen2.5-14B_base_45,0.895,0.86,0.7834088744223118,0.1440195050278937,0.1364204163849354,temporal_sequences,4,Qwen2.5-14B,base_45,qwen,2.5,base,14
Qwen2.5-14B_base_new_56,0.895,0.86,0.7296467258036137,0.1457675500177107,0.1731658460199832,temporal_sequences,4,Qwen2.5-14B,base_new_56,qwen,2.5,base,14
Qwen3-4B-Base_base_45,0.57,0.4266666666666666,0.6087079003453255,0.1563259703156204,0.0790946680307388,temporal_sequences,4,Qwen3-4B-Base,base_45,qwen,3,base,4
Qwen3-4B-Base_base_new_56,0.48,0.3066666666666666,0.5115535631775856,0.1277469006634015,0.045920198559761,temporal_sequences,4,Qwen3-4B-Base,base_new_56,qwen,3,base,4
Qwen3-8B-Base_base_45,0.45,0.2666666666666666,0.689951257109642,0.1706530286522307,0.269872507750988,temporal_sequences,4,Qwen3-8B-Base,base_45,qwen,3,base,8
Qwen3-8B-Base_base_new_56,0.335,0.1133333333333333,0.6327452363073826,0.1609981290525176,0.2977452363073826,temporal_sequences,4,Qwen3-8B-Base,base_new_56,qwen,3,base,8
Qwen3-14B-Base_base_45,0.93,0.9066666666666668,0.7753320683538913,0.1410291962422939,0.1546679316461086,temporal_sequences,4,Qwen3-14B-Base,base_45,qwen,3,base,14
Qwen3-14B-Base_base_new_56,0.885,0.8466666666666667,0.7066168846189975,0.1607568163750326,0.1783831153810024,temporal_sequences,4,Qwen3-14B-Base,base_new_56,qwen,3,base,14
Mistral-7B-v0.1_base_45,0.67,0.56,0.3194661545753479,0.0290214882312043,0.3505338454246521,temporal_sequences,4,Mistral-7B-v0.1,base_45,mistral,0.1,base,7
Mistral-7B-v0.1_base_new_56,0.84,0.7866666666666666,0.3212205490469932,0.021631222395309,0.5227918580174445,temporal_sequences,4,Mistral-7B-v0.1,base_new_56,mistral,0.1,base,7
Mistral-7B-v0.2_base_45,0.405,0.2066666666666667,0.3067582467198372,0.0245443298349575,0.0982417532801628,temporal_sequences,4,Mistral-7B-v0.2,base_45,mistral,0.2,base,7
Mistral-7B-v0.2_base_new_56,0.54,0.3866666666666667,0.3065404453873634,0.0226939073070805,0.2375021362304687,temporal_sequences,4,Mistral-7B-v0.2,base_new_56,mistral,0.2,base,7
Mistral-7B-v0.3_base_45,0.405,0.2066666666666667,0.306758243739605,0.0245443436536736,0.098241756260395,temporal_sequences,4,Mistral-7B-v0.3,base_45,mistral,0.3,base,7
Mistral-7B-v0.3_base_new_56,0.54,0.3866666666666667,0.3065404950082302,0.0226939198028391,0.2375020794570446,temporal_sequences,4,Mistral-7B-v0.3,base_new_56,mistral,0.3,base,7
Mistral-Nemo-Base-2407_base_45,0.915,0.8866666666666667,0.3599884186685085,0.0582159355348455,0.5550115813314914,temporal_sequences,4,Mistral-Nemo-Base-2407,base_45,mistral,nemo,base,12
Mistral-Nemo-Base-2407_base_new_56,0.865,0.82,0.3873411205410957,0.0694416185339386,0.4776588794589043,temporal_sequences,4,Mistral-Nemo-Base-2407,base_new_56,mistral,nemo,base,12
Mixtral-8x7B-v0.1_base_45,0.545,0.3933333333333333,0.3259543426334857,0.0376710443210977,0.2519849170744418,temporal_sequences,4,Mixtral-8x7B-v0.1,base_45,mistral,0.1,base,13
Mixtral-8x7B-v0.1_base_new_56,0.65,0.5333333333333333,0.3131741189956665,0.0272556857915207,0.3368258810043335,temporal_sequences,4,Mixtral-8x7B-v0.1,base_new_56,mistral,0.1,base,13
Llama-2-7b-hf_base_45,1.0,1.0,0.3786753185093403,0.0181554903713317,0.6213246814906597,temporal_sequences,4,Llama-2-7b-hf,base_45,llama,2,base,7
Llama-2-7b-hf_base_new_56,0.3,0.0666666666666666,0.3285477101802826,0.0269965520417527,0.072141173183918,temporal_sequences,4,Llama-2-7b-hf,base_new_56,llama,2,base,7
Llama-2-13b-hf_base_45,1.0,1.0,0.3948210419714451,0.0234449451362199,0.6051789580285549,temporal_sequences,4,Llama-2-13b-hf,base_45,llama,2,base,13
Llama-2-13b-hf_base_new_56,1.0,1.0,0.4084375464916229,0.0155457400606303,0.5915624535083771,temporal_sequences,4,Llama-2-13b-hf,base_new_56,llama,2,base,13
Llama-3.1-8B_base_45,0.3,0.0666666666666666,0.3236182641983032,0.0419696612307452,0.1387062940001488,temporal_sequences,4,Llama-3.1-8B,base_45,llama,3.1,base,8
Llama-3.1-8B_base_new_56,0.455,0.2733333333333334,0.3397479067742824,0.0408368842599882,0.16509804174304,temporal_sequences,4,Llama-3.1-8B,base_new_56,llama,3.1,base,8
Meta-Llama-3-8B_base_45,0.665,0.5533333333333333,0.3358426506817341,0.0365113498346918,0.3347030793130398,temporal_sequences,4,Meta-Llama-3-8B,base_45,llama,3,base,8
Meta-Llama-3-8B_base_new_56,0.605,0.4733333333333333,0.3369058087468147,0.0390968521634128,0.2982626211643218,temporal_sequences,4,Meta-Llama-3-8B,base_new_56,llama,3,base,8
Llama-3.2-3B_base_45,0.89,0.8533333333333334,0.3871239368617534,0.0272120075309429,0.5028760631382465,temporal_sequences,4,Llama-3.2-3B,base_45,llama,3.2,base,3
Llama-3.2-3B_base_new_56,0.88,0.84,0.3516002310812473,0.0250553186013781,0.5283997689187527,temporal_sequences,4,Llama-3.2-3B,base_new_56,llama,3.2,base,3
Qwen2.5-3B-Instruct_instruct_2,0.0,-0.3333333333333333,0.8101668505502054,0.1519976981071084,0.8101668505502055,temporal_sequences,4,Qwen2.5-3B-Instruct,instruct_2,qwen,2.5,instruct,3
Qwen2.5-7B-Instruct_instruct_2,0.8984771573604061,0.8646362098138748,0.9329073106662203,0.1303695043762678,0.0553711376037651,temporal_sequences,4,Qwen2.5-7B-Instruct,instruct_2,qwen,2.5,instruct,7
Qwen2.5-14B-Instruct_instruct_2,0.9545454545454546,0.9393939393939394,0.9973404945985478,0.0328406236505934,0.047451776815971,temporal_sequences,4,Qwen2.5-14B-Instruct,instruct_2,qwen,2.5,instruct,14
Qwen3-4B-Instruct-2507_instruct_2,0.2,-0.0666666666666666,0.9998235325873776,0.0004811197026907,0.7998235325873773,temporal_sequences,4,Qwen3-4B-Instruct-2507,instruct_2,qwen,3,instruct,4
Mistral-7B-Instruct-v0.1_instruct_2,0.545,0.3933333333333333,0.5196441811049131,0.1277422187950931,0.2944825735215727,temporal_sequences,4,Mistral-7B-Instruct-v0.1,instruct_2,mistral,0.1,instruct,7
Mistral-7B-Instruct-v0.2_instruct_2,0.3791208791208791,0.1721611721611721,0.9599595875391976,0.0991587745340327,0.5808387084183182,temporal_sequences,4,Mistral-7B-Instruct-v0.2,instruct_2,mistral,0.2,instruct,7
Mistral-7B-Instruct-v0.3_instruct_2,0.375,0.1666666666666666,0.7713899390749163,0.1803698090269286,0.3963899390749161,temporal_sequences,4,Mistral-7B-Instruct-v0.3,instruct_2,mistral,0.3,instruct,7
Mistral-Nemo-Instruct-2407_instruct_2,0.38,0.1733333333333333,0.7241508712003238,0.1898575203543033,0.3441508712003238,temporal_sequences,4,Mistral-Nemo-Instruct-2407,instruct_2,mistral,nemo,instruct,12
Mixtral-8x7B-Instruct-v0.1_instruct_2,0.8963414634146342,0.8617886178861789,0.9884566376299938,0.0517090001679214,0.1005200637274731,temporal_sequences,4,Mixtral-8x7B-Instruct-v0.1,instruct_2,mistral,0.1,instruct,13
Llama-2-7b-chat-hf_instruct_2,0.0,-0.3333333333333333,0.7367878670696762,0.1783293461569328,0.7367878670696764,temporal_sequences,4,Llama-2-7b-chat-hf,instruct_2,llama,2,instruct,7
Llama-2-13b-chat-hf_instruct_2,,,,,,temporal_sequences,4,Llama-2-13b-chat-hf,instruct_2,llama,2,instruct,13
Meta-Llama-3.1-8B-Instruct_instruct_2,0.535,0.38,0.6294090172308513,0.194530373285514,0.0946311823336585,temporal_sequences,4,Meta-Llama-3.1-8B-Instruct,instruct_2,llama,3.1,instruct,8
Llama-3.2-3B-Instruct_instruct_2,0.055,-0.26,0.5306528794747938,0.1383183333190054,0.4756528794747938,temporal_sequences,4,Llama-3.2-3B-Instruct,instruct_2,llama,3.2,instruct,3
Meta-Llama-3-8B-Instruct_instruct_2,0.22,-0.04,0.6227157570981575,0.1746424435634835,0.4027157570981575,temporal_sequences,4,Meta-Llama-3-8B-Instruct,instruct_2,llama,3,instruct,8
Qwen2.5-3B_base_withoutConfidence,0.26,0.0133333333333333,0.4459721490740776,0.1038293117671656,0.2069198381900787,temporal_sequences,4,Qwen2.5-3B,base_withoutConfidence,qwen,2.5,base,3
Qwen2.5-7B_base_withoutConfidence,0.395,0.1933333333333333,0.531448043435812,0.1480475029775936,0.1623559780418873,temporal_sequences,4,Qwen2.5-7B,base_withoutConfidence,qwen,2.5,base,7
Qwen2.5-14B_base_withoutConfidence,0.91,0.88,0.7655793227255344,0.1564054940654287,0.1444206772744655,temporal_sequences,4,Qwen2.5-14B,base_withoutConfidence,qwen,2.5,base,14
Qwen3-4B-Base_base_withoutConfidence,0.405,0.2066666666666667,0.6101708003878593,0.1670855293993665,0.2051708003878593,temporal_sequences,4,Qwen3-4B-Base,base_withoutConfidence,qwen,3,base,4
Qwen3-8B-Base_base_withoutConfidence,0.505,0.34,0.698721786737442,0.1715920600839308,0.199850651025772,temporal_sequences,4,Qwen3-8B-Base,base_withoutConfidence,qwen,3,base,8
Qwen3-14B-Base_base_withoutConfidence,0.885,0.8466666666666667,0.8207700327038765,0.1675733741626972,0.0647846725583076,temporal_sequences,4,Qwen3-14B-Base,base_withoutConfidence,qwen,3,base,14
Mistral-7B-v0.1_base_withoutConfidence,0.635,0.5133333333333333,0.3095708531141281,0.0309831657005896,0.3254291468858719,temporal_sequences,4,Mistral-7B-v0.1,base_withoutConfidence,mistral,0.1,base,7
Mistral-7B-v0.2_base_withoutConfidence,0.125,-0.1666666666666666,0.3312026204168796,0.0470475584587584,0.2062026204168796,temporal_sequences,4,Mistral-7B-v0.2,base_withoutConfidence,mistral,0.2,base,7
Mistral-7B-v0.3_base_withoutConfidence,0.125,-0.1666666666666666,0.3312026259303093,0.0470475569164071,0.2062026259303093,temporal_sequences,4,Mistral-7B-v0.3,base_withoutConfidence,mistral,0.3,base,7
Mistral-Nemo-Base-2407_base_withoutConfidence,0.695,0.5933333333333333,0.4198219873011112,0.1169630337755362,0.2751780126988887,temporal_sequences,4,Mistral-Nemo-Base-2407,base_withoutConfidence,mistral,nemo,base,12
Mixtral-8x7B-v0.1_base_withoutConfidence,0.235,-0.02,0.366058706343174,0.0780115027983059,0.1310587063431739,temporal_sequences,4,Mixtral-8x7B-v0.1,base_withoutConfidence,mistral,0.1,base,13
Llama-2-7b-hf_base_withoutConfidence,0.125,-0.1666666666666666,0.3367713312804699,0.0522638866873605,0.2128117926418781,temporal_sequences,4,Llama-2-7b-hf,base_withoutConfidence,llama,2,base,7
Llama-2-13b-hf_base_withoutConfidence,0.94,0.92,0.3775969222187996,0.0383062272254448,0.5624030777812005,temporal_sequences,4,Llama-2-13b-hf,base_withoutConfidence,llama,2,base,13
Llama-3.1-8B_base_withoutConfidence,0.395,0.1933333333333333,0.3569551080465317,0.0538915194933329,0.0728228887915611,temporal_sequences,4,Llama-3.1-8B,base_withoutConfidence,llama,3.1,base,8
Meta-Llama-3-8B_base_withoutConfidence,0.525,0.3666666666666667,0.3692932261526584,0.0578609840158595,0.1875457952916622,temporal_sequences,4,Meta-Llama-3-8B,base_withoutConfidence,llama,3,base,8
Llama-3.2-3B_base_withoutConfidence,0.84,0.7866666666666666,0.3774869485199451,0.0358483016413911,0.4678562127053737,temporal_sequences,4,Llama-3.2-3B,base_withoutConfidence,llama,3.2,base,3
Qwen2.5-3B-Instruct_instruct_withoutConfidence,0.035,-0.2866666666666667,0.8771829567599093,0.1739615522631178,0.8451193598744892,temporal_sequences,4,Qwen2.5-3B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,3
Qwen2.5-7B-Instruct_instruct_withoutConfidence,0.9438775510204082,0.9251700680272108,0.979773106276712,0.0783699542426112,0.0473752544131771,temporal_sequences,4,Qwen2.5-7B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,7
Qwen2.5-14B-Instruct_instruct_withoutConfidence,0.98,0.9733333333333332,0.9990460194205696,0.0075145749933617,0.0190460194205696,temporal_sequences,4,Qwen2.5-14B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,14
Qwen3-4B-Instruct-2507_instruct_withoutConfidence,0.695,0.5933333333333333,0.9243299596087764,0.1240784894439234,0.2309297674994592,temporal_sequences,4,Qwen3-4B-Instruct-2507,instruct_withoutConfidence,qwen,3,instruct,4
Mistral-7B-Instruct-v0.1_instruct_withoutConfidence,0.645,0.5266666666666667,0.5441846926637107,0.1166418247915939,0.1910212026642217,temporal_sequences,4,Mistral-7B-Instruct-v0.1,instruct_withoutConfidence,mistral,0.1,instruct,7
Mistral-7B-Instruct-v0.2_instruct_withoutConfidence,0.22,-0.04,0.9550080686543222,0.1048236517751611,0.7350080686543222,temporal_sequences,4,Mistral-7B-Instruct-v0.2,instruct_withoutConfidence,mistral,0.2,instruct,7
Mistral-7B-Instruct-v0.3_instruct_withoutConfidence,0.305,0.0733333333333333,0.7556330887657856,0.1871173596143613,0.4551216614984468,temporal_sequences,4,Mistral-7B-Instruct-v0.3,instruct_withoutConfidence,mistral,0.3,instruct,7
Mistral-Nemo-Instruct-2407_instruct_withoutConfidence,0.535,0.38,0.7145285216253723,0.1980118825935196,0.1892773203872647,temporal_sequences,4,Mistral-Nemo-Instruct-2407,instruct_withoutConfidence,mistral,nemo,instruct,12
Llama-2-7b-chat-hf_instruct_withoutConfidence,0.06,-0.2533333333333333,0.7899552700960664,0.1992049992440177,0.7299552700960663,temporal_sequences,4,Llama-2-7b-chat-hf,instruct_withoutConfidence,llama,2,instruct,7
Llama-2-13b-chat-hf_instruct_withoutConfidence,0.04,-0.2799999999999999,0.7547103537095581,0.1717902240756472,0.7147103537095583,temporal_sequences,4,Llama-2-13b-chat-hf,instruct_withoutConfidence,llama,2,instruct,13
Meta-Llama-3.1-8B-Instruct_instruct_withoutConfidence,0.755,0.6733333333333333,0.4958588701825935,0.1346612808387517,0.2591411298174065,temporal_sequences,4,Meta-Llama-3.1-8B-Instruct,instruct_withoutConfidence,llama,3.1,instruct,8
Llama-3.2-3B-Instruct_instruct_withoutConfidence,0.06,-0.2533333333333333,0.529300426045636,0.146378403636103,0.4693004260456359,temporal_sequences,4,Llama-3.2-3B-Instruct,instruct_withoutConfidence,llama,3.2,instruct,3
Meta-Llama-3-8B-Instruct_instruct_withoutConfidence,0.19,-0.08,0.5768806739598475,0.1522181515637141,0.3868806739598475,temporal_sequences,4,Meta-Llama-3-8B-Instruct,instruct_withoutConfidence,llama,3,instruct,8
Qwen2.5-3B_base_45,0.6708860759493671,0.5611814345991561,0.6925565113749685,0.2165165754500858,0.0603732255440723,MMLU,4,Qwen2.5-3B,base_45,qwen,2.5,base,3
Qwen2.5-3B_base_new_56,0.65,0.5333333333333333,0.6504811730235815,0.2204819450902596,0.0542502041906118,MMLU,4,Qwen2.5-3B,base_new_56,qwen,2.5,base,3
Qwen2.5-7B_base_45,0.7055837563451777,0.6074450084602369,0.7212994140265557,0.2226182714930499,0.0539479893324944,MMLU,4,Qwen2.5-7B,base_45,qwen,2.5,base,7
Qwen2.5-7B_base_new_56,0.7085427135678392,0.6113902847571189,0.6658368658779854,0.2238719734232493,0.0607860283036926,MMLU,4,Qwen2.5-7B,base_new_56,qwen,2.5,base,7
Qwen2.5-14B_base_45,0.7551020408163265,0.673469387755102,0.7783649454311449,0.2125528978262639,0.0916058138316991,MMLU,4,Qwen2.5-14B,base_45,qwen,2.5,base,14
Qwen2.5-14B_base_new_56,0.75,0.6666666666666666,0.7072213439643383,0.2130834056971051,0.0807524006068706,MMLU,4,Qwen2.5-14B,base_new_56,qwen,2.5,base,14
Qwen3-4B-Base_base_45,0.7135416666666666,0.6180555555555555,0.7563333505143722,0.2160004419884602,0.0588212494427958,MMLU,4,Qwen3-4B-Base,base_45,qwen,3,base,4
Qwen3-4B-Base_base_new_56,0.6934673366834171,0.5912897822445561,0.7234270078452987,0.2144472732816775,0.0660742314616639,MMLU,4,Qwen3-4B-Base,base_new_56,qwen,3,base,4
Qwen3-8B-Base_base_45,0.7638190954773869,0.6850921273031826,0.8215689453946885,0.1949194858128074,0.068587753491186,MMLU,4,Qwen3-8B-Base,base_45,qwen,3,base,8
Qwen3-8B-Base_base_new_56,0.755,0.6733333333333333,0.7759685237705708,0.2056045636120404,0.0520637352764606,MMLU,4,Qwen3-8B-Base,base_new_56,qwen,3,base,8
Qwen3-14B-Base_base_45,0.76,0.68,0.7462366776168347,0.1994900594020622,0.087603038996458,MMLU,4,Qwen3-14B-Base,base_45,qwen,3,base,14
Qwen3-14B-Base_base_new_56,0.77,0.6933333333333334,0.7580958312749863,0.2041162183206578,0.0785961550474167,MMLU,4,Qwen3-14B-Base,base_new_56,qwen,3,base,14
Mistral-7B-v0.1_base_45,0.5979899497487438,0.4639865996649917,0.572825364356664,0.2391687524101051,0.1068356767221911,MMLU,4,Mistral-7B-v0.1,base_45,mistral,0.1,base,7
Mistral-7B-v0.1_base_new_56,0.6080402010050251,0.4773869346733668,0.5597647117010912,0.2358886383725057,0.0648362783331367,MMLU,4,Mistral-7B-v0.1,base_new_56,mistral,0.1,base,7
Mistral-7B-v0.2_base_45,0.6331658291457286,0.5108877721943048,0.5665704347380441,0.2326495426835704,0.085422530845182,MMLU,4,Mistral-7B-v0.2,base_45,mistral,0.2,base,7
Mistral-7B-v0.2_base_new_56,0.5628140703517588,0.4170854271356783,0.5642283214396567,0.2335729303363127,0.0452137963855685,MMLU,4,Mistral-7B-v0.2,base_new_56,mistral,0.2,base,7
Mistral-7B-v0.3_base_45,0.6331658291457286,0.5108877721943048,0.5665704386318149,0.2326495616303079,0.0854225263523695,MMLU,4,Mistral-7B-v0.3,base_45,mistral,0.3,base,7
Mistral-7B-v0.3_base_new_56,0.5628140703517588,0.4170854271356783,0.5642283224879797,0.2335729364507156,0.0452137950377248,MMLU,4,Mistral-7B-v0.3,base_new_56,mistral,0.3,base,7
Mistral-Nemo-Base-2407_base_45,0.64,0.52,0.5673257313668728,0.2162323152730931,0.1078521756827831,MMLU,4,Mistral-Nemo-Base-2407,base_45,mistral,nemo,base,12
Mistral-Nemo-Base-2407_base_new_56,0.605,0.4733333333333333,0.5493643774837256,0.2147540752021008,0.0955309575051069,MMLU,4,Mistral-Nemo-Base-2407,base_new_56,mistral,nemo,base,12
Mixtral-8x7B-v0.1_base_45,0.66,0.5466666666666667,0.585276840031147,0.2330329813955364,0.1007564559578895,MMLU,4,Mixtral-8x7B-v0.1,base_45,mistral,0.1,base,13
Mixtral-8x7B-v0.1_base_new_56,0.625,0.5,0.517151211053133,0.2062065588609513,0.1412822879850864,MMLU,4,Mixtral-8x7B-v0.1,base_new_56,mistral,0.1,base,13
Llama-2-7b-hf_base_45,0.4673366834170854,0.2897822445561139,0.3423565479379203,0.0865484592630268,0.1249801354791651,MMLU,4,Llama-2-7b-hf,base_45,llama,2,base,7
Llama-2-7b-hf_base_new_56,0.45,0.2666666666666666,0.3676908178627491,0.1009354338477215,0.084286075681448,MMLU,4,Llama-2-7b-hf,base_new_56,llama,2,base,7
Llama-2-13b-hf_base_45,0.4673366834170854,0.2897822445561139,0.3723145588558523,0.1288725461815862,0.1425925130820154,MMLU,4,Llama-2-13b-hf,base_45,llama,2,base,13
Llama-2-13b-hf_base_new_56,0.515,0.3533333333333333,0.380416764691472,0.1448194581537173,0.1364241559058428,MMLU,4,Llama-2-13b-hf,base_new_56,llama,2,base,13
Llama-3.1-8B_base_45,0.6080402010050251,0.4773869346733668,0.5095436276502945,0.2172408572112637,0.1017115658252083,MMLU,4,Llama-3.1-8B,base_45,llama,3.1,base,8
Llama-3.1-8B_base_new_56,0.5376884422110553,0.3835845896147403,0.4246879714218216,0.1668042756302726,0.1133498375739284,MMLU,4,Llama-3.1-8B,base_new_56,llama,3.1,base,8
Meta-Llama-3-8B_base_45,0.5404040404040404,0.3872053872053873,0.4832692879317987,0.206573076732531,0.1148595772307328,MMLU,4,Meta-Llama-3-8B,base_45,llama,3,base,8
Meta-Llama-3-8B_base_new_56,0.5202020202020202,0.3602693602693603,0.4190492986729651,0.1760599438344147,0.1011527215290551,MMLU,4,Meta-Llama-3-8B,base_new_56,llama,3,base,8
Llama-3.2-3B_base_45,0.5,0.3333333333333333,0.4672321925560633,0.1699553381276495,0.0719708735593641,MMLU,4,Llama-3.2-3B,base_45,llama,3.2,base,3
Llama-3.2-3B_base_new_56,0.4924623115577889,0.323283082077052,0.4204076086755973,0.1362325507036389,0.0720547028821916,MMLU,4,Llama-3.2-3B,base_new_56,llama,3.2,base,3
Qwen2.5-3B-Instruct_instruct_2,0.5310734463276836,0.3747645951035781,0.9008649665678552,0.1560703054688547,0.3697915202401716,MMLU,4,Qwen2.5-3B-Instruct,instruct_2,qwen,2.5,instruct,3
Qwen2.5-7B-Instruct_instruct_2,0.7070063694267515,0.6093418259023354,0.9596973953074696,0.0972867473087487,0.2605999420235861,MMLU,4,Qwen2.5-7B-Instruct,instruct_2,qwen,2.5,instruct,7
Qwen2.5-14B-Instruct_instruct_2,0.766497461928934,0.688663282571912,0.9752095687498123,0.0744830442976185,0.2128686963086267,MMLU,4,Qwen2.5-14B-Instruct,instruct_2,qwen,2.5,instruct,14
Qwen3-4B-Instruct-2507_instruct_2,0.7215189873417721,0.6286919831223629,0.983144609709265,0.063255041495874,0.2616256223674925,MMLU,4,Qwen3-4B-Instruct-2507,instruct_2,qwen,3,instruct,4
Mistral-7B-Instruct-v0.1_instruct_2,0.4874371859296482,0.3165829145728643,0.6436114834327354,0.2253184648102157,0.1561742975030872,MMLU,4,Mistral-7B-Instruct-v0.1,instruct_2,mistral,0.1,instruct,7
